leisure	name	sport	lat	lon	id	surface
pitch		soccer	10.692401540000002	46.29586625999999	way/162138627	
pitch		soccer	11.429132339999999	46.29540072	way/168042435	
pitch		soccer	10.87779284	46.32580002	way/168197280	
pitch		soccer	10.862718216666666	46.32606863333333	way/168209867	
pitch		soccer	10.69861576	46.3466517	way/168999482	
pitch		soccer	10.924030116666666	46.360555299999994	way/169029295	
pitch		soccer	10.845654399999999	46.39943242	way/169088365	
pitch		soccer	10.960469280000002	46.36641949999999	way/169377358	
pitch		soccer	11.16781192	45.917410059999995	way/169492601	
pitch		soccer	11.26309952	45.94707476	way/169772276	
pitch		soccer	11.26262074	45.94662124	way/169772277	
pitch		soccer	11.15157296	46.44646472	way/172219944	artificial_turf
pitch	Sacra Famiglia	soccer	11.03966878	45.894816580000004	way/172317604	
pitch		soccer	11.027757580000001	45.89746454	way/172423743	
pitch		soccer	11.001151479999999	45.76799394	way/172453875	grass
pitch		soccer	11.106792780000001	45.7776198	way/172549106	
pitch		soccer	11.134741700000001	46.08780328	way/175048642	
pitch	Prà dal Tor (campo da calcetto su erba)	soccer	11.10483626	46.32083046	way/177850375	
pitch		soccer	11.051226880000002	46.273937260000004	way/179542723	
pitch		soccer	11.267329488888887	45.9845311	way/181451011	artificial_turf
pitch		soccer	11.22465306	46.00203774	way/181608807	
pitch		soccer	11.260936419999998	45.993717860000004	way/187831522	
pitch		soccer	11.25775318	46.05114827999999	way/187848369	
pitch		soccer	10.889297812499999	45.8777929375	way/190699937	
pitch		soccer	11.095829380000001	46.208827740000004	way/191323209	
pitch		soccer	10.990695720000002	46.06320410000001	way/196783507	
pitch		soccer	10.94839172	45.78115638	way/200132522	
pitch		soccer	10.94753814	45.782081520000006	way/200132543	
pitch		soccer	11.114648120000002	46.21262360000001	way/201824173	
pitch		soccer	11.0312445	45.92013814	way/202299581	asphalt
pitch		soccer	11.03156784	45.92070102	way/202299582	
pitch		soccer	10.55131116	45.804660080000005	way/203459193	
pitch		soccer	10.959438783333333	46.02606216666667	way/209109318	
pitch		soccer	11.13274546	46.04768605999999	way/213931113	artificial_turf
pitch		soccer	11.139068139999997	46.059831700000004	way/214280185	
pitch		soccer	11.120576739999999	46.21696756	way/214458582	
pitch		soccer	11.5121147	46.07075822	way/214807809	
pitch	campetto	soccer	11.17006404	46.2483334	way/215497485	
pitch		soccer	11.101898944444445	46.08160681111112	way/215637529	
pitch		soccer	11.021848620000002	46.3280927	way/215666656	
pitch		soccer	11.04171472	46.36254133999999	way/215828923	
pitch		soccer	11.092531959999999	46.35204928	way/215828939	
pitch		soccer	11.071606980000002	46.32311718	way/215828940	
pitch		soccer	11.07132374	46.32351562	way/215828944	
pitch		soccer	11.06558658	46.321621379999996	way/215828950	
pitch		soccer	11.04592096	46.248668499999994	way/215828955	
pitch		soccer	11.022340179999999	46.238124479999996	way/216261403	
pitch		soccer	11.19192238	46.15915414	way/216478369	
pitch		soccer	11.13667818	46.1541179	way/216478370	
pitch		soccer	11.14336454	46.15978344	way/216503763	
pitch		soccer	11.259255659999999	46.19110812000001	way/216535830	
pitch		soccer	11.2532882	46.18255354	way/216535834	
pitch		soccer	11.0929048	46.125425039999996	way/217012082	
pitch		soccer	11.10862152	46.1429288	way/217012096	
pitch		soccer	11.129031133333333	46.0071824	way/217042080	grass
pitch		soccer	11.1588356	46.42330778	way/217292067	
pitch		soccer	11.13768752	46.40541888	way/217292068	
pitch		soccer	11.079953139999999	46.423242779999995	way/217292069	
pitch		soccer	11.139922620000002	46.40723781999999	way/217292070	
pitch		soccer	11.10707692	46.43216152000001	way/217292074	
pitch		soccer	11.019209659999998	46.44087466	way/217599369	grass
pitch		soccer	10.97753976	45.8498948	way/217692604	
pitch		soccer	10.977891000000001	45.849658680000005	way/217692609	
pitch		soccer	10.96756304	45.85433684	way/217692610	
pitch		soccer	11.66851154	45.99589956	way/217898411	
pitch		soccer	11.06857162	46.37433356	way/218010531	
pitch	Area Verde	soccer	11.09537218	46.404464540000006	way/218010532	grass_paver
pitch		soccer	11.10475802	46.37780382	way/218798676	
pitch		soccer	10.98513564	46.046116139999995	way/218811388	grass
pitch		soccer	11.52224756	46.052251059999996	way/219201987	
pitch		soccer	11.522770159999999	46.053156560000005	way/219201988	
pitch		soccer	11.11838906	46.31586436	way/219519689	grass
pitch		soccer	10.843654599999999	46.002486399999995	way/219688755	
pitch		soccer	11.11027902	46.13869784	way/221382167	
pitch		soccer	10.98488296	46.00548028	way/221526540	
pitch		soccer	10.84357977142857	45.914238714285716	way/221843138	concrete
pitch	A.S.D. Comano Terme Fiavè	soccer	10.864194566666669	46.028408049999996	way/221855874	sintetic_grass
pitch		soccer	10.86459696	46.02907384	way/221855875	
pitch		soccer	10.89049912	46.03473984	way/221859955	
pitch		soccer	11.251577639999999	46.07444384	way/221906650	
pitch		soccer	11.114366880000002	46.05332808	way/221987175	
pitch		soccer	11.09248014	46.15403952	way/222001520	
pitch		soccer	11.141277800000001	46.10858613999999	way/222234188	
pitch		soccer	11.306202500000001	46.013900039999996	way/223355094	
pitch		soccer	10.9473476	45.98784318	way/223905222	
pitch		soccer	11.02139665	45.92185953333333	way/223916457	grass
pitch		soccer	11.530782680000002	46.066674139999996	way/225160474	
pitch	Stadio Comunale Città di Arco	soccer	10.88744148	45.91495836	way/225238015	
pitch		soccer	10.7317185	46.04174272	way/226203652	
pitch		soccer	11.04411826	46.08733942	way/226854991	
pitch		soccer	11.04555498	46.088672540000005	way/226854992	
pitch		soccer	11.026836980000002	46.18320494	way/227226147	
pitch		soccer	10.936283040000001	46.3666675	way/227583064	
pitch		soccer	11.003238620000001	46.16796452	way/227837542	
pitch		soccer	10.73732128	46.0334896	way/227895933	
pitch		soccer	11.640471980000001	46.00869031999999	way/228240949	grass
pitch		soccer	11.5970489	45.98257066000001	way/228240951	
